id,score_date,customer_age_sales_interaction,utilization_ratio,combined_plus,discount_category,seat_utilisation_result,target,category_sale_Negative,category_sale_Neutral,category_sale_Positive,subscription_renewal
JMAN_2378161,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18410398,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9000371,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_10690366,2023-03-03,8,1.0,3.0,1,0,0,0,0,1,9
JMAN_9079368,2023-01-20,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_9319018,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_16222667,2023-02-10,0,1.0,,1,1,1,1,0,0,13
JMAN_9319018,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2452081,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9041676,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9078938,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2478576,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_18409532,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18410404,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18070801,2023-01-13,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2474258,2023-01-27,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9410413,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9696461,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9009075,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_10025258,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18410825,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2414128,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9203571,2023-01-20,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_2445988,2023-01-27,17,1.125,2.0,1,0,1,0,0,1,13
JMAN_9575933,2023-01-20,14,1.0,3.0,1,0,1,0,0,1,13
JMAN_18055644,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18409548,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10489734,2023-01-27,11,1.0,2.0,1,0,1,0,0,1,13
JMAN_9020722,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2446956,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10592358,2023-03-17,8,1.0,2.0,1,0,1,0,0,1,13
JMAN_2450463,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2453833,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9892189,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9014743,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_10078002,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9498051,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_54374,2023-03-03,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2441174,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9038279,2023-02-24,15,1.0,3.0,1,0,0,0,0,1,10
JMAN_9015478,2023-01-27,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2462717,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2478900,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9014882,2023-01-27,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2440850,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2469141,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10535735,2023-03-31,8,1.0,3.0,1,1,1,0,0,1,13
JMAN_2476133,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_11352880,2023-03-17,6,1.0,2.0,1,0,1,0,0,1,13
JMAN_1009797,2023-03-24,27,1.0,2.0,1,0,1,0,0,1,13
JMAN_2465336,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9032708,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9023511,2023-01-06,0,1.0,,1,1,1,1,0,0,13
JMAN_9032708,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9058679,2023-03-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2445795,2023-02-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_10303029,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9839217,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2436473,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2445669,2023-01-06,0,1.5555555555555556,,1,0,1,1,0,0,13
JMAN_9322658,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9803968,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2411898,2023-02-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9010238,2023-01-20,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2453205,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2449549,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_18409535,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18411660,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_11837797,2023-01-27,6,1.0,2.0,1,1,1,0,0,1,13
JMAN_2448722,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_15081132,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_14624810,2023-01-27,0,1.0,1.0,1,0,0,0,1,0,6
JMAN_2449672,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18394406,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2379983,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2475069,2023-03-24,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_9228504,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2472663,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10429945,2023-02-03,0,1.0476190476190477,,1,1,1,1,0,0,13
JMAN_17632926,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9037476,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_18055644,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9601250,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2443309,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9004146,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9022039,2023-03-17,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2477855,2023-01-20,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2446292,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9008932,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9008192,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9023151,2023-03-03,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2473827,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9031987,2023-03-17,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_18362423,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18409944,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2452556,2023-01-13,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_9000609,2023-01-20,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2480951,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2464018,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18311051,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_13756971,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9023149,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9002159,2023-01-20,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2461549,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2479836,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_1009797,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9028695,2023-01-20,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2451905,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9325725,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_13302332,2023-01-20,2,1.0,2.0,1,0,1,0,0,1,13
JMAN_9327351,2023-03-17,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_9544449,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2481518,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2481280,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9524662,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2465581,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2467751,2023-03-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2476052,2023-01-13,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2482561,2023-03-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9015281,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2483316,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2473058,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_13717602,2023-01-13,2,1.0,2.0,1,0,1,0,0,1,13
JMAN_2440850,2023-01-20,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_12085671,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9111829,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2436260,2023-01-20,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2464018,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9037385,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2481883,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2461723,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2468303,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9754365,2023-01-13,12,1.0,2.0,1,0,1,0,0,1,13
JMAN_16380016,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_11201598,2023-03-17,5,1.0,2.0,1,0,1,0,0,1,13
JMAN_11201598,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2452060,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9203571,2023-01-13,14,1.0,3.0,1,0,1,0,0,1,13
JMAN_2465336,2023-01-13,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_10835428,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9129318,2023-02-17,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_18161158,2023-03-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2467540,2023-01-20,0,1.0,1.0,1,0,0,0,1,0,7
JMAN_2464850,2023-02-17,17,0.1666666666666666,2.0,1,0,1,0,0,1,13
JMAN_9047481,2023-01-27,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_9001220,2023-01-27,17,1.25,2.0,1,0,1,0,0,1,13
JMAN_9084076,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2450157,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18411656,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10909526,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9242624,2023-02-17,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_2476067,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9004984,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9014882,2023-02-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9449275,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9420806,2023-01-27,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_9111829,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2329335,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_10348982,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9019962,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_12537206,2023-03-24,4,1.0,2.0,1,1,1,0,0,1,13
JMAN_16090733,2023-01-27,0,1.0,1.0,1,1,1,0,1,0,13
JMAN_9018166,2023-02-17,0,1.1428571428571428,0.0,1,0,1,1,0,0,13
JMAN_9345011,2023-03-31,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_2473775,2023-01-20,17,1.0555555555555556,2.0,1,0,1,0,0,1,13
JMAN_2473789,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9002599,2023-02-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_18409956,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_15336980,2023-03-03,0,1.0,1.0,1,0,0,0,1,0,9
JMAN_9316425,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18409548,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2481518,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2458020,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9034309,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2452632,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2471987,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9662440,2023-03-03,11,1.0,3.0,1,0,1,0,0,1,13
JMAN_2467051,2023-01-27,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_10442134,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2453581,2023-01-20,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9744797,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9026918,2023-01-13,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_18394406,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2383362,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_12537206,2023-01-27,3,1.0,2.0,1,0,1,0,0,1,13
JMAN_1009797,2023-02-17,27,1.0,2.0,1,0,1,0,0,1,13
JMAN_9000187,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2438346,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2453288,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9042096,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9040231,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2436473,2023-01-13,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9043399,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_10361494,2023-01-27,0,1.0,1.0,1,0,0,0,1,0,12
JMAN_9018509,2023-01-20,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_10410810,2023-01-27,8,2.333333333333333,2.0,1,0,1,0,0,1,13
JMAN_2474690,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9075404,2023-03-31,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2454977,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9696461,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9020100,2023-01-20,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9221334,2023-03-03,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_11352880,2023-01-27,6,1.0,2.0,1,1,1,0,0,1,13
JMAN_2456533,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2475499,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9052224,2023-02-03,0,1.0,,1,0,0,1,0,0,12
JMAN_18410412,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_10069485,2023-01-13,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_2464661,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18391759,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9084076,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2468367,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9022859,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10059360,2023-01-13,9,1.0,3.0,1,0,1,0,0,1,13
JMAN_9611076,2023-02-24,15,1.0,2.0,1,0,1,0,0,1,13
JMAN_10227669,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_15223638,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9281732,2023-03-31,15,1.0,3.0,1,0,1,0,0,1,13
JMAN_2480410,2023-03-17,17,1.0,2.0,1,1,1,0,0,1,13
JMAN_9086153,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2468511,2023-02-03,0,1.0,,1,0,0,1,0,0,12
JMAN_2436260,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2481883,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2477864,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2452060,2023-01-27,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2437713,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_17645578,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9001356,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_17632926,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9014349,2023-01-06,0,1.0,,1,1,1,1,0,0,13
JMAN_2467010,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2467010,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2447281,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9097813,2023-01-13,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_9001350,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2458020,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9814943,2023-03-31,11,1.0,3.0,1,0,1,0,0,1,13
JMAN_10592358,2023-01-13,8,1.0,2.0,1,0,1,0,0,1,13
JMAN_16222667,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9311958,2023-02-17,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_2430783,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2235384,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9049395,2023-03-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9028641,2023-01-20,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2462717,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9026067,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2481547,2023-01-20,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_18409542,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2452905,2023-03-03,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18411647,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10535735,2023-02-17,8,1.0,3.0,0,0,1,0,0,1,13
JMAN_2431263,2023-03-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2456825,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_16719774,2023-03-31,17,1.0,2.0,1,1,1,0,0,1,13
JMAN_11673207,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10835428,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18341492,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2463558,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_11633303,2023-03-10,0,1.0,,1,1,1,1,0,0,13
JMAN_11350389,2023-01-13,11,1.0,2.0,1,0,1,0,0,1,13
JMAN_18411656,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_10473228,2023-02-03,0,1.0434782608695652,,1,1,1,1,0,0,13
JMAN_10458906,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9662440,2023-03-31,11,1.0,3.0,1,0,1,0,0,1,13
JMAN_14331200,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_16157568,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9547049,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2483165,2023-03-31,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2445549,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9003408,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9081717,2023-01-27,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2469141,2023-02-17,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2418297,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9004478,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9019294,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2448129,2023-02-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9038496,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2473570,2023-02-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2464578,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_18410813,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9035528,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2452473,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_11327980,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9017319,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2481325,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2438486,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2439655,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2411898,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9008192,2023-03-03,17,2.5,2.0,1,0,1,0,0,1,13
JMAN_9002990,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9021157,2023-01-13,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_2454977,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_12672269,2023-02-03,0,1.0,,1,1,1,1,0,0,13
JMAN_2473215,2023-02-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2448001,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9019742,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_10670367,2023-03-31,8,1.0,3.0,1,1,1,0,0,1,13
JMAN_10683389,2023-03-24,8,1.0,2.0,1,0,1,0,0,1,13
JMAN_2464071,2023-01-13,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2402799,2023-01-20,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9118267,2023-03-31,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_10487794,2023-01-20,8,1.0,3.0,1,0,1,0,0,1,13
JMAN_2461834,2023-03-31,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9008468,2023-03-17,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2464269,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9814943,2023-03-24,11,1.0,3.0,1,0,1,0,0,1,13
JMAN_14459683,2023-03-31,2,1.0,2.0,1,0,1,0,0,1,13
JMAN_2439655,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2448495,2023-01-20,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2476067,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_9909652,2023-03-03,11,1.0,2.0,1,0,1,0,0,1,13
JMAN_2471859,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2469088,2023-01-13,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_9008538,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9668954,2023-02-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2255243,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9021826,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_18139241,2023-02-24,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_2453359,2023-02-24,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9034116,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_10025258,2023-02-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_2476133,2023-01-13,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_2446236,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9000187,2023-03-31,0,1.0,1.0,1,1,1,0,1,0,13
JMAN_2473570,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2446236,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9000902,2023-01-27,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9024684,2023-02-24,14,1.0,2.0,1,0,1,0,0,1,13
JMAN_9039356,2023-01-20,16,1.0,3.0,1,0,1,0,0,1,13
JMAN_13010076,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_2480133,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_2446292,2023-03-17,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9023687,2023-01-27,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2474704,2023-03-31,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_11623101,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9042513,2023-03-03,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_9002816,2023-03-24,0,1.0,0.0,1,0,1,1,0,0,13
JMAN_10929230,2023-02-03,0,1.0,,1,1,1,1,0,0,13
JMAN_10227669,2023-01-13,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_9018253,2023-01-06,0,1.0,,1,0,1,1,0,0,13
JMAN_9034498,2023-03-03,17,1.0,2.0,1,0,1,0,0,1,13
JMAN_9043466,2023-01-27,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_14331200,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2448001,2023-01-13,16,1.0,2.0,1,0,1,0,0,1,13
JMAN_2448264,2023-02-17,17,1.0,2.0,1,1,1,0,0,1,13
JMAN_2476115,2023-03-17,17,1.0,3.0,1,0,1,0,0,1,13
JMAN_9019558,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_12537206,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_10487794,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_2432487,2023-02-10,0,1.0,,1,0,1,1,0,0,13
JMAN_9003291,2023-01-20,0,1.0,0.0,1,0,0,1,0,0,8
JMAN_10979316,2023-03-10,0,1.0,,1,0,1,1,0,0,13
JMAN_18351475,2023-03-24,0,1.0,1.0,1,0,1,0,1,0,13
JMAN_2464661,2023-02-03,0,1.0,,1,0,1,1,0,0,13
JMAN_9040231,2023-01-06,0,1.0,,1,0,1,1,0,0,13
