id,customer_age_sales_interaction,utilization_ratio,combined_plus,discount_category,seat_utilisation_result,target,category_sale_Negative,category_sale_Neutral,category_sale_Positive,subscription_renewal
2443914,0,1.0,,1,0,1,1,0,0,13
9003371,0,1.0,1.0,1,0,1,0,1,0,13
2471638,17,1.0,3.0,1,0,1,0,0,1,13
2431752,0,1.0,,1,0,1,1,0,0,13
13241134,2,1.0,3.0,1,0,1,0,0,1,13
9031987,15,1.0,3.0,1,0,1,0,0,1,13
2453703,0,1.0,,1,0,1,1,0,0,13
14726436,1,1.0,2.0,1,0,1,0,0,1,13
2457317,0,1.0,0.0,1,0,1,1,0,0,13
18315630,0,1.0,,1,0,1,1,0,0,13
2372168,0,1.0,,1,0,1,1,0,0,13
10601574,0,1.0,,1,0,1,1,0,0,13
9014120,16,1.0,2.0,1,0,1,0,0,1,13
9111829,16,1.0,2.0,1,0,1,0,0,1,13
2478316,17,1.0,3.0,1,0,1,0,0,1,13
9309647,15,1.2727272727272727,2.0,1,0,1,0,0,1,13
12444009,0,1.0,,1,0,1,1,0,0,13
9001870,0,1.0,0.0,1,0,1,1,0,0,13
2453452,16,1.0,2.0,1,0,1,0,0,1,13
2414128,0,1.0,,1,0,1,1,0,0,13
9897409,10,1.0,2.0,1,0,1,0,0,1,13
2331172,0,1.0,,1,0,1,1,0,0,13
2461834,17,1.0,2.0,1,0,1,0,0,1,13
9003424,0,1.0,,1,0,1,1,0,0,13
10243552,10,1.0,3.0,1,0,1,0,0,1,13
18410398,17,1.0,2.0,1,0,1,0,0,1,13
2461772,0,1.0,0.0,1,0,1,1,0,0,13
2465892,0,1.0,,1,0,1,1,0,0,13
2357251,0,1.0,,1,0,1,1,0,0,13
10361494,0,1.0,,1,0,0,1,0,0,12
1862669,0,1.0,,1,0,1,1,0,0,13
9346429,14,1.0,3.0,1,1,1,0,0,1,13
9003648,16,1.0,2.0,1,0,1,0,0,1,13
9003371,0,1.0,1.0,1,0,1,0,1,0,13
9015281,0,1.0,1.0,1,0,1,0,1,0,13
9270194,15,1.0,2.0,1,0,1,0,0,1,13
9002990,0,1.0,1.0,1,0,1,0,1,0,13
9034498,0,1.0,,1,0,1,1,0,0,13
2372168,0,1.0,1.0,1,0,1,0,1,0,13
9032834,16,1.0,2.0,1,0,1,0,0,1,13
9659718,12,1.0,3.0,1,0,1,0,0,1,13
9086153,15,1.0,3.0,1,0,1,0,0,1,13
12791979,0,0.3333333333333333,,1,1,1,1,0,0,13
2453581,17,1.0,2.0,1,0,1,0,0,1,13
18410391,0,1.0,1.0,1,0,1,0,1,0,13
2453592,17,1.0,2.0,1,0,1,0,0,1,13
2444949,0,1.0,0.0,1,0,1,1,0,0,13
2304165,0,1.0,,1,0,1,1,0,0,13
2461712,5,1.0,3.0,1,0,1,0,0,1,13
2449786,16,1.0,2.0,1,0,1,0,0,1,13
2464578,13,1.0,2.0,1,0,1,0,0,1,13
18410807,17,1.0,2.0,1,0,1,0,0,1,13
2331004,0,1.0,0.0,1,0,1,1,0,0,13
2388391,0,1.0,1.0,1,0,1,0,1,0,13
9329562,14,1.0,2.0,1,0,1,0,0,1,13
11327980,5,1.0,2.0,1,0,1,0,0,1,13
2469556,0,1.0,,1,0,1,1,0,0,13
9025908,0,1.0,,1,0,1,1,0,0,13
9034309,0,1.0,0.0,1,0,1,1,0,0,13
2475275,0,1.0,1.0,1,0,1,0,1,0,13
2463072,0,1.0,,1,0,0,1,0,0,8
9005782,0,1.0,,1,0,1,1,0,0,13
9036732,17,1.0,2.0,1,0,1,0,0,1,13
2474696,0,1.0,,1,0,1,1,0,0,13
18410811,0,1.0,,1,0,1,1,0,0,13
18278560,17,1.0,2.0,1,0,1,0,0,1,13
2474115,0,1.0,,1,0,1,1,0,0,13
12672269,0,1.0,,1,0,1,1,0,0,13
2429595,0,1.0,0.0,1,0,1,1,0,0,13
2448264,17,1.1111111111111112,2.0,1,0,1,0,0,1,13
2481357,0,1.0,,1,0,1,1,0,0,13
9021088,0,1.0,,1,0,1,1,0,0,13
12085671,0,1.0,,1,0,1,1,0,0,13
2481547,0,1.0,0.0,1,0,1,1,0,0,13
9004478,0,1.0,,1,0,1,1,0,0,13
2477864,0,1.0,0.0,1,0,1,1,0,0,13
2452060,0,1.0,,1,0,1,1,0,0,13
10744386,0,1.0,,1,0,1,1,0,0,13
17645578,0,1.0,1.0,1,0,1,0,1,0,13
9028996,17,1.0,2.0,1,0,1,0,0,1,13
9003291,0,1.0,,1,0,0,1,0,0,8
2432487,0,1.0,,1,0,1,1,0,0,13
17645578,0,1.25,1.0,1,0,1,0,1,0,13
2478377,16,1.0,2.0,1,0,1,0,0,1,13
2445795,0,1.0,,1,0,1,1,0,0,13
9006637,16,1.0,3.0,1,0,1,0,0,1,13
9003725,0,1.0,1.0,1,1,1,0,1,0,13
9316425,14,1.0,2.0,1,0,1,0,0,1,13
2378161,17,1.0,2.0,1,0,1,0,0,1,13
9544449,0,1.0,1.0,1,0,1,0,1,0,13
16158754,17,1.0,2.0,1,0,1,0,0,1,13
10489734,11,1.0,2.0,1,0,1,0,0,1,13
9039356,0,1.0,,1,1,1,1,0,0,13
2476321,17,1.0,2.0,1,0,1,0,0,1,13
9174983,16,1.0,3.0,1,0,1,0,0,1,13
2459391,16,1.0,2.0,1,0,1,0,0,1,13
9275311,0,1.0,1.0,1,0,1,0,1,0,13
9078938,16,1.0,2.0,1,0,1,0,0,1,13
2470977,0,1.0,1.0,1,0,1,0,1,0,13
15849304,0,1.0,,1,0,0,1,0,0,11
9003568,17,1.0,3.0,1,0,1,0,0,1,13
18173797,0,1.0,,1,0,1,1,0,0,13
2458607,0,1.0,0.0,1,0,1,1,0,0,13
9003408,17,1.0,2.0,1,0,1,0,0,1,13
16164717,0,1.0,1.0,1,0,1,0,1,0,13
2451145,17,1.0,2.0,1,0,1,0,0,1,13
2481547,0,1.0,0.0,1,0,1,1,0,0,13
2453592,17,1.0,2.0,1,0,1,0,0,1,13
2472635,0,1.0,,1,0,1,1,0,0,13
2418297,0,1.0,1.0,1,0,1,0,1,0,13
9001870,0,1.0,,1,0,1,1,0,0,13
10048042,0,0.5555555555555556,,1,1,1,1,0,0,13
11096413,6,1.0,2.0,1,0,1,0,0,1,13
2474216,0,1.0,,1,0,1,1,0,0,13
2474216,16,1.0,2.0,1,0,1,0,0,1,13
2457464,0,1.0,1.0,1,0,1,0,1,0,13
9017319,16,1.0,2.0,1,0,1,0,0,1,13
2411898,0,1.0,0.0,1,0,1,1,0,0,13
2448495,0,1.0,0.0,1,0,1,1,0,0,13
2476067,17,1.0,2.0,1,0,1,0,0,1,13
2476052,0,1.0,0.0,1,0,1,1,0,0,13
14724130,2,1.0,2.0,1,0,1,0,0,1,13
9028070,0,1.0,,1,0,1,1,0,0,13
9031987,15,1.0,3.0,1,0,1,0,0,1,13
9173832,0,1.0,1.0,1,0,1,0,1,0,13
18410404,17,1.0,2.0,1,0,1,0,0,1,13
17740171,0,1.0,,1,0,1,1,0,0,13
18410822,0,1.0,1.0,1,0,1,0,1,0,13
11265556,0,1.0,1.0,1,0,1,0,1,0,13
9406927,14,1.0,3.0,1,0,1,0,0,1,13
2478556,12,1.0,2.0,0,0,1,0,0,1,13
2476200,17,1.0,2.0,1,0,1,0,0,1,13
17656192,0,1.0,,1,0,1,1,0,0,13
2444949,17,1.0,2.0,1,0,1,0,0,1,13
18409955,0,1.0,,1,0,1,1,0,0,13
2431263,0,1.0,1.0,1,0,1,0,1,0,13
2473789,0,1.0,,1,0,1,1,0,0,13
2481177,0,1.0,,1,0,1,1,0,0,13
2480227,0,1.0,,1,0,1,1,0,0,13
9021938,17,1.0,3.0,1,0,1,0,0,1,13
9021938,0,1.0,,1,0,1,1,0,0,13
9585745,13,1.0,3.0,1,0,1,0,0,1,13
18411233,0,1.0,1.0,1,0,1,0,1,0,13
18410835,0,1.0,1.0,1,0,1,0,1,0,13
2476321,17,1.0,2.0,1,0,1,0,0,1,13
9014565,0,1.0,1.0,1,0,1,0,1,0,13
2463460,0,1.0,,1,0,1,1,0,0,13
2482605,0,1.0,1.0,1,0,1,0,1,0,13
18411651,0,1.0,,1,0,1,1,0,0,13
2436197,0,1.0,0.0,1,0,1,1,0,0,13
9019742,17,1.0,3.0,1,0,1,0,0,1,13
2444949,0,1.0,,1,0,1,1,0,0,13
2454576,17,1.0,2.0,1,0,1,0,0,1,13
2468805,0,1.0,,1,0,1,1,0,0,13
9203571,0,1.0,,1,0,1,1,0,0,13
2445988,16,1.0,2.0,1,0,1,0,0,1,13
11673207,0,1.0,,1,0,1,1,0,0,13
14674125,1,1.0,2.0,1,1,0,0,0,1,12
18410813,17,1.0,2.0,1,0,1,0,0,1,13
18411228,0,1.0,1.0,1,0,1,0,1,0,13
9034309,0,1.0,0.0,1,0,1,1,0,0,13
2479496,0,1.0,0.0,1,0,1,1,0,0,13
9811811,0,1.0,,1,0,1,1,0,0,13
9023120,0,1.0,,1,0,1,1,0,0,13
9002816,0,1.0,,1,0,1,1,0,0,13
9003728,0,1.0,0.0,1,0,1,1,0,0,13
9007138,0,1.0,0.0,1,0,1,1,0,0,13
9020327,0,1.0,,1,1,1,1,0,0,13
2418297,0,1.0,1.0,1,0,1,0,1,0,13
9345011,14,1.0,2.0,1,0,1,0,0,1,13
2441943,17,1.0,2.0,1,0,1,0,0,1,13
9040231,17,1.0,2.0,1,0,1,0,0,1,13
9001024,0,1.0,1.0,1,0,1,0,1,0,13
2479696,0,1.0,,1,0,1,1,0,0,13
9038285,0,1.0,0.0,1,0,1,1,0,0,13
12567490,0,1.0,1.0,1,0,1,0,1,0,13
2465119,0,1.0,0.0,1,0,1,1,0,0,13
2371381,0,1.0,,1,0,1,1,0,0,13
11879688,0,1.0,1.0,1,0,1,0,1,0,13
9006660,15,1.0,3.0,1,1,1,0,0,1,13
9003371,0,1.0,,1,0,1,1,0,0,13
9023151,0,1.0,,1,0,1,1,0,0,13
9015478,0,1.0,,1,0,1,1,0,0,13
18409537,0,1.0,1.0,1,0,1,0,1,0,13
18390619,17,1.0,2.0,1,0,1,0,0,1,13
9034076,0,1.0,1.0,1,0,1,0,1,0,13
2475019,17,1.0,2.0,1,0,1,0,0,1,13
9081717,16,1.0,3.0,1,0,1,0,0,1,13
11352880,6,1.0,2.0,1,0,1,0,0,1,13
9023149,0,1.0,,1,0,1,1,0,0,13
11118444,6,1.0,2.0,0,0,0,0,0,1,12
2405792,18,1.0,3.0,1,0,1,0,0,1,13
2479512,12,1.0,2.0,1,0,1,0,0,1,13
1061593,26,1.0,3.0,1,0,1,0,0,1,13
9034877,17,1.0,3.0,1,0,1,0,0,1,13
11096413,6,1.0,2.0,1,0,1,0,0,1,13
2402799,0,1.0,1.0,1,0,1,0,1,0,13
2469551,17,1.0,2.0,1,0,1,0,0,1,13
9129318,15,1.0,3.0,1,0,1,0,0,1,13
18351475,0,1.0,,1,0,1,1,0,0,13
2478859,0,1.1666666666666667,1.0,1,0,1,0,1,0,13
109835,45,1.0,3.0,1,0,1,0,0,1,13
9806549,11,1.0,3.0,1,0,1,0,0,1,13
10489734,0,1.0,,1,0,1,1,0,0,13
18410830,0,1.0,,1,0,1,1,0,0,13
9075221,17,1.0,2.0,1,1,1,0,0,1,13
2480466,0,1.0,,1,0,1,1,0,0,13
9383192,0,1.0,,1,0,1,1,0,0,13
2473478,0,1.0,1.0,1,0,1,0,1,0,13
10703891,8,1.0,2.0,1,0,1,0,0,1,13
18410393,0,1.0,,1,0,1,1,0,0,13
2478316,0,1.0,,1,0,1,1,0,0,13
2464445,17,1.0,2.0,1,0,1,0,0,1,13
9747161,12,1.0,2.0,1,0,1,0,0,1,13
2470276,0,1.0,,1,0,1,1,0,0,13
9023149,17,1.0,2.0,1,0,1,0,0,1,13
2461511,0,1.0,1.0,1,0,1,0,1,0,13
2452060,17,1.0,2.0,1,0,1,0,0,1,13
9810546,27,1.0,2.0,1,1,1,0,0,1,13
2453288,0,1.0,,1,0,1,1,0,0,13
2478280,17,1.0,3.0,1,0,1,0,0,1,13
2456399,16,1.0,2.0,1,0,1,0,0,1,13
2448185,16,1.0,3.0,1,0,1,0,0,1,13
2461772,0,1.0,,1,0,1,1,0,0,13
13704353,10,1.0,3.0,1,0,1,0,0,1,13
9182744,0,1.0,1.0,1,0,1,0,1,0,13
15078349,0,1.0,,1,0,1,1,0,0,13
10489734,11,1.0,2.0,1,0,1,0,0,1,13
9041676,0,1.0,1.0,1,0,1,0,1,0,13
2452081,0,1.0,1.0,1,0,1,0,1,0,13
9005620,17,1.0,2.0,1,0,1,0,0,1,13
2407642,17,1.0,2.0,1,0,1,0,0,1,13
2474033,0,1.0,,1,0,1,1,0,0,13
9401641,13,1.0,2.0,1,0,1,0,0,1,13
2430783,0,1.0,0.0,1,0,1,1,0,0,13
2476809,16,1.0,2.0,1,0,1,0,0,1,13
10468922,5,1.0,2.0,1,0,1,0,0,1,13
9037385,16,1.0,2.0,1,0,1,0,0,1,13
2478834,0,1.0,,1,0,1,1,0,0,13
2448129,0,1.0,,1,0,1,1,0,0,13
9277805,0,1.0,,1,0,1,1,0,0,13
2479836,0,1.0,,1,0,1,1,0,0,13
2445629,17,1.0,2.0,1,0,1,0,0,1,13
10303029,8,1.0,3.0,1,0,1,0,0,1,13
9005538,17,1.0,3.0,1,0,1,0,0,1,13
9014349,15,1.0,3.0,1,1,1,0,0,1,13
18055644,0,1.0,1.0,1,0,1,0,1,0,13
18409548,0,1.0,,1,0,1,1,0,0,13
9001220,17,1.0,2.0,1,0,1,0,0,1,13
9028556,0,1.0,1.0,1,0,1,0,1,0,13
9206753,15,1.0,2.0,1,0,1,0,0,1,13
9075221,17,1.0,2.0,1,1,1,0,0,1,13
18390212,17,1.0,2.0,1,0,1,0,0,1,13
16087982,0,1.0,,1,0,1,1,0,0,13
2411898,0,1.0,0.0,1,0,1,1,0,0,13
9275311,0,1.0,1.0,1,0,1,0,1,0,13
9346429,0,1.0,,1,0,1,1,0,0,13
9340799,0,1.0,,1,0,0,1,0,0,12
11837797,6,1.0,2.0,1,0,1,0,0,1,13
2468985,0,1.0,1.0,1,0,1,0,1,0,13
18410793,16,1.0,2.0,1,0,1,0,0,1,13
9773302,0,1.0,,1,0,1,1,0,0,13
2449949,0,1.0,1.0,1,0,1,0,1,0,13
2393214,0,1.0,0.0,1,0,1,1,0,0,13
2473799,0,1.0,1.0,1,0,1,0,1,0,13
2461723,16,1.0,2.0,1,0,1,0,0,1,13
10535735,0,1.0,,1,0,1,1,0,0,13
10097075,26,1.0,2.0,1,0,1,0,0,1,13
10835428,0,1.0,,1,0,1,1,0,0,13
12472512,3,1.0,2.0,1,0,1,0,0,1,13
9030043,17,1.0,2.0,1,1,1,0,0,1,13
9897184,0,1.0,,1,0,1,1,0,0,13
10429945,6,1.0454545454545454,2.0,1,0,1,0,0,1,13
18409956,0,1.0,,1,0,1,1,0,0,13
2456399,17,1.0,3.0,1,0,1,0,0,1,13
2471063,0,1.0,1.0,1,0,1,0,1,0,13
18411232,0,1.0,1.0,1,0,1,0,1,0,13
9062325,0,1.0,,1,0,1,1,0,0,13
2446861,0,1.0,,1,0,1,1,0,0,13
10909526,0,1.0,,1,0,1,1,0,0,13
2476321,17,1.0,2.0,1,0,1,0,0,1,13
9322658,0,1.0,1.0,1,0,1,0,1,0,13
2469556,0,1.0,1.0,1,0,1,0,1,0,13
2457694,0,1.0,1.0,1,0,1,0,1,0,13
2480466,0,1.0,0.0,1,0,1,1,0,0,13
2453773,17,1.0,2.0,1,0,1,0,0,1,13
2441495,0,1.0,,1,0,1,1,0,0,13
11879688,0,1.0,1.0,1,0,1,0,1,0,13
9018253,17,1.0,2.0,1,0,1,0,0,1,13
2420440,0,1.0,0.0,1,0,1,1,0,0,13
9420063,14,1.0,3.0,1,0,1,0,0,1,13
9057731,17,1.0,2.0,1,0,1,0,0,1,13
9022819,0,1.0,,1,0,1,1,0,0,13
2447191,0,1.0,0.0,1,0,1,1,0,0,13
10601574,16,1.0,2.0,1,0,1,0,0,1,13
9023355,0,1.0,,1,0,1,1,0,0,13
18139241,17,1.0,3.0,1,0,1,0,0,1,13
2475019,0,1.0,,1,1,1,1,0,0,13
2460735,0,1.0,,1,0,1,1,0,0,13
18311051,17,1.0,2.0,1,0,1,0,0,1,13
2473799,0,1.0,1.0,1,0,1,0,1,0,13
2447279,0,1.0,1.0,1,0,1,0,1,0,13
9210682,0,1.0,,1,0,1,1,0,0,13
9008366,17,1.0,2.0,1,0,1,0,0,1,13
2458841,0,1.0,1.0,1,0,1,0,1,0,13
10545373,0,1.0,,1,0,1,1,0,0,13
9142835,14,1.0,3.0,1,0,1,0,0,1,13
2472306,0,1.0,,1,0,1,1,0,0,13
2467010,17,1.0,2.0,1,0,1,0,0,1,13
9396302,14,1.0,2.0,1,1,1,0,0,1,13
9001380,0,1.0,0.0,1,0,1,1,0,0,13
9022776,0,1.0,,1,0,1,1,0,0,13
9023687,0,1.0,,1,0,1,1,0,0,13
2475275,0,1.0,1.0,1,0,1,0,1,0,13
10592358,8,1.0,2.0,1,0,1,0,0,1,13
9931074,10,1.0,2.0,1,0,0,0,0,1,11
14142262,3,1.0,2.0,1,0,1,0,0,1,13
2446468,0,1.0,0.0,1,0,1,1,0,0,13
2474033,0,1.0,1.0,1,0,1,0,1,0,13
9006660,16,1.0,3.0,1,0,1,0,0,1,13
18410841,0,1.0,1.0,1,0,1,0,1,0,13
9668954,0,1.0,1.0,1,0,1,0,1,0,13
2472287,0,1.0,,1,0,1,1,0,0,13
2452274,0,1.0,,1,0,1,1,0,0,13
2458897,0,1.0,,1,0,1,1,0,0,13
2331419,16,0.625,2.0,1,1,1,0,0,1,13
2481547,0,1.0,,1,0,1,1,0,0,13
9208195,15,1.1666666666666667,3.0,1,0,1,0,0,1,13
2329335,17,1.0,2.0,1,0,1,0,0,1,13
9702646,12,1.0,2.0,1,0,1,0,0,1,13
2468511,0,1.0,0.0,1,0,0,1,0,0,12
9018166,0,1.0,0.0,1,0,1,1,0,0,13
10616531,8,1.0,2.0,1,0,1,0,0,1,13
2456533,0,1.0,,1,0,1,1,0,0,13
9030043,16,1.0,2.0,1,1,1,0,0,1,13
12472512,3,1.0,2.0,1,1,1,0,0,1,13
9026296,0,1.0,1.0,1,0,1,0,1,0,13
9076870,16,1.0,2.0,1,0,1,0,0,1,13
2451881,17,1.0,2.0,1,0,1,0,0,1,13
9017404,17,1.0,2.0,1,0,1,0,0,1,13
9089265,16,1.0,2.0,1,0,1,0,0,1,13
10159761,0,1.0,1.0,1,0,1,0,1,0,13
19047960,0,1.0,,1,0,1,1,0,0,13
16161349,17,0.5,2.0,1,0,1,0,0,1,13
18362858,0,1.0,1.0,1,0,1,0,1,0,13
9031450,0,1.0,1.0,1,0,1,0,1,0,13
9002990,0,1.0,,1,0,1,1,0,0,13
2450544,0,1.0,1.0,1,0,1,0,1,0,13
9057731,17,1.0,2.0,1,0,1,0,0,1,13
13231089,0,1.0,,1,0,1,1,0,0,13
2314120,0,1.0,,1,0,1,1,0,0,13
2458137,0,1.0,1.0,1,1,1,0,1,0,13
9000512,16,1.0,2.0,1,0,1,0,0,1,13
18409963,0,1.0,,1,0,1,1,0,0,13
9747161,0,1.0,,1,0,1,1,0,0,13
2456801,0,1.0,1.0,1,0,1,0,1,0,13
18394406,0,1.0,1.0,1,0,1,0,1,0,13
2474070,0,1.0,0.0,1,0,1,1,0,0,13
9045968,0,2.0,0.0,1,0,1,1,0,0,13
2480262,0,1.0,0.0,1,0,1,1,0,0,13
9002599,0,1.0,,1,0,1,1,0,0,13
10616531,8,1.0,2.0,1,0,1,0,0,1,13
2480262,0,1.0,0.0,1,0,1,1,0,0,13
10243552,0,1.0,,1,0,1,1,0,0,13
2464578,0,1.0,,1,0,1,1,0,0,13
9002536,16,1.0,3.0,1,0,1,0,0,1,13
9357280,0,1.0,1.0,1,0,1,0,1,0,13
9611076,0,1.0,,1,0,1,1,0,0,13
11879688,0,1.0,1.0,1,0,1,0,1,0,13
11015261,5,1.0,2.0,1,1,1,0,0,1,13
18170555,0,1.0,,1,0,1,1,0,0,13
9001218,0,1.0,1.0,1,0,1,0,1,0,13
2374639,0,1.0,,1,0,1,1,0,0,13
18410822,0,1.0,,1,0,1,1,0,0,13
10601345,16,1.0,2.0,1,0,1,0,0,1,13
18409537,0,1.0,1.0,1,0,1,0,1,0,13
2235384,20,1.0,2.0,1,0,1,0,0,1,13
9049395,17,1.0,2.0,1,0,1,0,0,1,13
9019580,0,1.0,,1,0,1,1,0,0,13
9024511,0,1.0,1.0,1,0,1,0,1,0,13
18409542,16,1.0,3.0,1,0,1,0,0,1,13
10377531,9,1.0,2.0,1,0,1,0,0,1,13
18390989,0,1.0,1.0,1,0,1,0,1,0,13
10545373,8,1.0,2.0,1,0,1,0,0,1,13
9023511,17,1.0,2.0,1,0,1,0,0,1,13
9377382,0,1.0,,1,0,1,1,0,0,13
2480227,0,1.0,,1,0,1,1,0,0,13
9017780,0,1.0,1.0,1,0,1,0,1,0,13
2378161,0,1.0,,1,0,1,1,0,0,13
2464850,17,0.1666666666666666,2.0,1,0,1,0,0,1,13
18410398,0,1.0,,1,0,1,1,0,0,13
9008468,17,1.0,2.0,1,0,1,0,0,1,13
2457464,0,1.0,1.0,1,0,1,0,1,0,13
2458020,17,1.0,2.0,1,1,1,0,0,1,13
11055836,6,1.0,2.0,1,0,1,0,0,1,13
2455695,17,1.0,3.0,1,0,1,0,0,1,13
15337243,1,1.0,2.0,1,0,0,0,0,1,12
16079210,0,1.0,1.0,1,1,1,0,1,0,13
2477855,17,1.0,2.0,1,0,1,0,0,1,13
9041676,0,1.0,1.0,1,0,1,0,1,0,13
2481501,0,1.0,0.0,1,0,1,1,0,0,13
18362858,0,1.0,1.0,1,0,1,0,1,0,13
12647035,0,1.0,,1,0,1,1,0,0,13
9034498,16,1.0,2.0,1,0,1,0,0,1,13
2453703,0,1.0,1.0,1,1,1,0,1,0,13
9401641,14,1.0,2.0,1,0,1,0,0,1,13
18409541,0,1.0,,1,0,1,1,0,0,13
18410409,0,1.0,,1,0,1,1,0,0,13
2479290,0,1.0714285714285714,1.0,1,0,1,0,1,0,13
2467051,17,1.0,3.0,1,0,1,0,0,1,13
9026067,0,1.0,,1,0,1,1,0,0,13
18173797,0,1.0,1.0,1,0,1,0,1,0,13
9471486,0,1.0,,1,1,1,1,0,0,13
2478834,0,1.0,,1,0,1,1,0,0,13
2461511,0,1.0,1.0,1,0,1,0,1,0,13
10377531,0,1.0,,1,0,1,1,0,0,13
9039072,0,1.0,,1,0,1,1,0,0,13
10744386,8,1.0,2.0,1,0,1,0,0,1,13
2473789,17,1.0,2.0,1,0,1,0,0,1,13
9080095,0,1.0,1.0,1,0,0,0,1,0,8
9016506,0,1.0,,1,0,1,1,0,0,13
9003424,16,1.0,3.0,1,0,1,0,0,1,13
2463600,13,1.0,2.0,1,0,1,0,0,1,13
18161158,17,1.0,3.0,1,0,1,0,0,1,13
9018662,17,1.0,2.0,1,0,1,0,0,1,13
9022517,0,1.0,,1,0,1,1,0,0,13
18410824,17,1.0,2.0,1,0,1,0,0,1,13
9097813,16,1.0,3.0,1,0,1,0,0,1,13
18126654,0,1.0,1.0,1,0,1,0,1,0,13
18410834,0,1.0,,1,0,1,1,0,0,13
10227669,0,1.0,1.0,1,0,1,0,1,0,13
11015261,5,1.0,2.0,1,0,1,0,0,1,13
9029087,16,1.0,3.0,1,0,1,0,0,1,13
9043466,17,1.0,3.0,1,0,1,0,0,1,13
18354320,0,1.0,,1,0,1,1,0,0,13
9000101,0,1.0,,1,0,1,1,0,0,13
9000101,17,1.0,2.0,1,0,1,0,0,1,13
9124812,0,0.5,0.0,1,1,1,1,0,0,13
2475429,0,1.0,,1,0,1,1,0,0,13
2386204,0,1.0,,1,0,1,1,0,0,13
9051235,17,1.0,2.0,1,0,1,0,0,1,13
9182542,0,1.0,,1,0,1,1,0,0,13
9003814,0,1.0,1.0,1,0,1,0,1,0,13
9003564,0,1.0,,1,0,1,1,0,0,13
2473789,17,1.0,2.0,1,0,1,0,0,1,13
2445988,17,1.0,2.0,1,0,1,0,0,1,13
9026885,0,1.0,,1,0,1,1,0,0,13
2474309,0,1.0,,1,0,0,1,0,0,4
9007515,16,1.0,2.0,1,0,1,0,0,1,13
9839217,11,1.0,2.0,1,0,1,0,0,1,13
2459852,0,1.0,0.0,1,0,1,1,0,0,13
2452370,0,1.0,1.0,1,0,1,0,1,0,13
18409535,0,1.0,1.0,1,0,1,0,1,0,13
9021732,0,1.0,0.0,1,1,1,1,0,0,13
18410811,0,1.0,1.0,1,0,1,0,1,0,13
13241134,0,1.0,,1,0,1,1,0,0,13
2457215,0,1.0,,1,0,1,1,0,0,13
2473033,0,1.0,1.0,1,0,1,0,1,0,13
2473315,0,1.0,0.0,1,0,1,1,0,0,13
9003568,17,1.0,3.0,1,0,1,0,0,1,13
9031615,0,1.0,1.0,1,0,1,0,1,0,13
9029612,0,1.0,1.0,1,0,0,0,1,0,10
9021088,17,1.0,2.0,1,0,1,0,0,1,13
18410391,0,1.0,,1,0,1,1,0,0,13
2414128,16,1.0,2.0,1,0,1,0,0,1,13
9023511,0,1.0,,1,1,1,1,0,0,13
2470297,0,1.0,0.0,1,0,1,1,0,0,13
9965861,10,1.0,3.0,1,0,1,0,0,1,13
18126654,0,1.0,,1,0,1,1,0,0,13
9084076,0,1.0,,1,0,1,1,0,0,13
2477855,17,1.0,2.0,1,0,1,0,0,1,13
18151984,0,1.0,,1,0,1,1,0,0,13
9811811,10,1.0,2.0,1,0,1,0,0,1,13
2411898,0,1.25,0.0,1,0,1,1,0,0,13
9023120,12,1.0,2.0,1,0,1,0,0,1,13
9036481,0,1.0,1.0,1,0,1,0,1,0,13
2456605,0,1.0,,1,0,1,1,0,0,13
9311958,0,1.0,,1,1,1,1,0,0,13
18170555,17,1.0,2.0,1,0,1,0,0,1,13
18410822,0,1.0,,1,0,1,1,0,0,13
9028715,0,1.0,0.0,1,0,1,1,0,0,13
9049395,17,1.0,2.0,1,0,1,0,0,1,13
2482475,16,0.0555555555555555,3.0,1,0,1,0,0,1,13
9021088,17,1.0,2.0,1,0,1,0,0,1,13
9406927,0,1.0,,1,0,1,1,0,0,13
2457657,0,0.6666666666666666,0.0,1,0,1,1,0,0,13
2458607,0,1.0,0.0,1,0,1,1,0,0,13
18410810,17,1.0,2.0,1,0,1,0,0,1,13
18409963,0,1.0,1.0,1,0,1,0,1,0,13
18390982,0,1.0,1.0,1,0,1,0,1,0,13
9026784,0,1.0,,1,0,1,1,0,0,13
11201598,0,1.0,,1,0,1,1,0,0,13
10355825,0,1.0,0.0,1,0,1,1,0,0,13
2478280,0,1.0,,1,0,1,1,0,0,13
11096413,6,1.0,2.0,1,0,1,0,0,1,13
2451905,0,1.0,,1,0,1,1,0,0,13
9006637,16,1.0,3.0,1,0,1,0,0,1,13
9006637,16,1.0,3.0,1,0,1,0,0,1,13
2467010,0,1.0,,1,0,1,1,0,0,13
2451881,17,1.0,2.0,1,0,1,0,0,1,13
2378161,17,1.0,2.0,1,0,1,0,0,1,13
18410398,0,1.0,,1,0,1,1,0,0,13
9000371,0,1.0,,1,0,1,1,0,0,13
10690366,8,1.0,3.0,1,0,0,0,0,1,9
9079368,15,1.0,2.0,1,0,1,0,0,1,13
9319018,0,1.0,1.0,1,0,1,0,1,0,13
16222667,0,1.0,,1,1,1,1,0,0,13
9319018,0,1.0,1.0,1,0,1,0,1,0,13
2452081,0,1.0,,1,0,1,1,0,0,13
9041676,0,1.0,1.0,1,0,1,0,1,0,13
9078938,16,1.0,2.0,1,0,1,0,0,1,13
2478576,16,1.0,2.0,1,0,1,0,0,1,13
